section,geometry,neighbourhood
131218003,"MULTIPOLYGON (((-8.633270797483759 41.15860827996676, -8.632196974663422 41.15843485075672, -8.631762269813667 41.15836027399327, -8.630359343755439 41.158119581167846, -8.630350925542292 41.157810320157616, -8.630327976442302 41.15768416033282, -8.630318601455235 41.157632626627695, -8.630274099541346 41.157482900908924, -8.63014253319679 41.157305275447314, -8.630061305310733 41.1572305323965, -8.629905653911171 41.15712819683144, -8.629712660534592 41.157035391070664, -8.629451524203414 41.15694278408713, -8.629410528258333 41.156940060432355, -8.629253063480485 41.156929599511216, -8.629078438050206 41.15693368494775, -8.628930911844598 41.156945035235765, -8.62878855920284 41.156978606502705, -8.62858995323894 41.157057352158965, -8.627502103490167 41.15568789133755, -8.627501905033736 41.15568764096807, -8.626980623840105 41.1549897927916, -8.626980594957974 41.15498975419674, -8.626980431297046 41.15498953609279, -8.626792348980079 41.154503486264495, -8.626741801250143 41.15441960768451, -8.62692205708278 41.154521816899646, -8.626951993671693 41.15453759834036, -8.62698189244955 41.15454675273517, -8.627041608440916 41.15455577926882, -8.627103213375626 41.15455790934441, -8.627676067007183 41.15453369939411, -8.6278962049138 41.1545161301852, -8.62810577103375 41.154488467090246, -8.628343052613301 41.15450753228074, -8.628769940052946 41.154510589121266, -8.628776503870895 41.154347939652254, -8.628756752836804 41.153969164884245, -8.628734037781676 41.153533731267714, -8.629724777960321 41.15350137777568, -8.630650919130305 41.15347112358999, -8.630637340765858 41.153057710619564, -8.630621799095858 41.152584862077504, -8.63135522071319 41.15262412773936, -8.63229343852172 41.15269568784087, -8.632418581870953 41.152705228523594, -8.63251277155412 41.15269704854858, -8.63246200256707 41.15276784203911, -8.632359831197434 41.152887381844764, -8.632315204216527 41.15321931799958, -8.632221524506393 41.153503423071115, -8.632055042322431 41.15376355959683, -8.63180192202994 41.15398825439644, -8.630881598200455 41.15470998878338, -8.63073664409393 41.154823661968805, -8.63024796201163 41.15523442356675, -8.63033237938975 41.155318011222846, -8.630402291112363 41.15536126074053, -8.630522799173544 41.155431510074784, -8.63057256604995 41.15548101445413, -8.630595944544673 41.15554457151096, -8.630613921143224 41.15564842653097, -8.630620399505316 41.15566855837977, -8.630654975249858 41.1557760055642, -8.630771779847745 41.15591234181266, -8.63082425715577 41.15597359404285, -8.631451474435696 41.15664875625573, -8.63222766112085 41.15747327289582, -8.632688644787743 41.15794539090564, -8.633059244515417 41.15775518072897, -8.633632481123017 41.15746989729122, -8.633797534184707 41.15746886211236, -8.634207899112056 41.15753676313306, -8.634604244185585 41.15761118884706, -8.634778630815044 41.15764200410371, -8.63532451454448 41.15773653726822, -8.63635617436299 41.15791517119642, -8.63580749286037 41.15902820201432, -8.635646616682743 41.15900272658656, -8.633271154171393 41.15860833964747, -8.633270797483759 41.15860827996676)))",Massarelos
131211006,"MULTIPOLYGON (((-8.635262885558532 41.17128566693988, -8.635754433323832 41.17114601698963, -8.63598886271129 41.17134152019486, -8.637203732224274 41.17236124600028, -8.637218361641693 41.17237328287551, -8.63745775087857 41.172581798681456, -8.637516400440385 41.17262347225776, -8.637583408352956 41.1726735192281, -8.637670202606156 41.172725855722504, -8.637689323281535 41.17278568398826, -8.638084607175491 41.17324557776633, -8.637492372949422 41.173392243637565, -8.636768787926558 41.17356594640499, -8.63690785858855 41.174063604627676, -8.636903777818693 41.17443561146217, -8.63689521798909 41.17454840543968, -8.636928130831718 41.17474410532426, -8.63700816827163 41.17493722189441, -8.637218206828837 41.175264303842454, -8.637543197643996 41.175664226628925, -8.636861091380723 41.17593395395457, -8.636101166195356 41.17576388808826, -8.635977469784244 41.1757280814066, -8.635836622869737 41.175705927056, -8.635585104108761 41.175663368100324, -8.635346202889691 41.175628352316096, -8.6352781308949 41.17562156453364, -8.635044506206004 41.17557364984902, -8.634842627294796 41.175538110599135, -8.634830849309115 41.1755380880702, -8.634778299037055 41.17541360001858, -8.634680799615882 41.17518240036734, -8.634545700374687 41.17497219940794, -8.634113029524572 41.17437160532457, -8.633836599625733 41.17399319984911, -8.63373704060693 41.17383433456322, -8.634483183698338 41.17316817856464, -8.634806421096528 41.17290120130638, -8.635152185995898 41.17259665437065, -8.635612857417177 41.172313286627215, -8.635595713093158 41.17229958571589, -8.63542036612559 41.17218267131559, -8.635063099348875 41.17194598896701, -8.63439970104364 41.171473839955006, -8.634784427945997 41.17139058394024, -8.635262885558532 41.17128566693988)))",Ramalde
131216021,"MULTIPOLYGON (((-8.662758668893112 41.15472782583253, -8.66275824169193 41.154727590982695, -8.66253255724353 41.154603745479704, -8.662507787123186 41.15448680288798, -8.662331496931202 41.15419497817342, -8.661900164689094 41.15356576998586, -8.661837285969193 41.153473627241176, -8.661437956748497 41.15288843933863, -8.661757202681681 41.152826465443034, -8.662106573212455 41.15273373034813, -8.662379844576053 41.15277285412611, -8.664470834101639 41.15279435638601, -8.664766992907525 41.152804663969924, -8.664878760641194 41.15281100755783, -8.665297344193768 41.15285644805968, -8.66562957759449 41.152890609437314, -8.665963660301315 41.15293095538887, -8.6662013369262 41.15295388466119, -8.666854446905424 41.15300224711337, -8.666944123938098 41.15312525587256, -8.666990919540916 41.15328685783136, -8.667000110608837 41.15342841121476, -8.667000717791169 41.15350324889001, -8.666974636782395 41.15358629615837, -8.666908845940508 41.15372010303406, -8.666832362983738 41.15383559235583, -8.666614369141401 41.154180240298786, -8.666301186289703 41.154674164814786, -8.666002545325249 41.15514324212745, -8.665761628065926 41.15552245314524, -8.665971370318305 41.155545935243545, -8.666553944090683 41.15553128279979, -8.667471173420955 41.15580124409342, -8.667464070091466 41.155882906775105, -8.667493795638807 41.15623918938348, -8.667505596699828 41.156380658508986, -8.666499510079356 41.15677672676728, -8.666276400836715 41.1567873150947, -8.666038267531396 41.15675384494715, -8.66587923932537 41.156698380033816, -8.665701311960339 41.15656734244015, -8.665492993452714 41.15682416370302, -8.664852448019326 41.15706388971004, -8.664758811432646 41.15707089869958, -8.664721603141391 41.15705393967909, -8.66469100739443 41.15702787736016, -8.664694223031884 41.1569392625448, -8.664614841928579 41.15681771193445, -8.664475190674741 41.15675595798372, -8.664252612988724 41.15667820018441, -8.66421191041818 41.15659065139693, -8.664164099481525 41.15648781088329, -8.663929245415698 41.15618950816666, -8.663802273369738 41.15602788006523, -8.663746632256009 41.15595705074955, -8.663222460979448 41.1551638633417, -8.662967540086983 41.154842868149046, -8.662758668893112 41.15472782583253)))",FozDoDouro
131218021,"MULTIPOLYGON (((-8.629120370611895 41.149390927026616, -8.629258483003511 41.14936468692928, -8.629331176072187 41.14936871300334, -8.629375240473696 41.14938009287047, -8.62939831503295 41.149395894250155, -8.629411823041591 41.14941174584748, -8.62942544024993 41.14944349866458, -8.629433427029793 41.14948828523267, -8.62943175004775 41.149518654244396, -8.62942429993741 41.14954471703539, -8.629388383358725 41.14959981455621, -8.629106493662912 41.150000106197595, -8.629093455263597 41.15004499321973, -8.629064065729592 41.15020561607706, -8.629024203819078 41.15033765196291, -8.628859982899481 41.15069128089635, -8.628509469295345 41.15108515898899, -8.628254050749044 41.1509023630792, -8.628083788113168 41.150941913493675, -8.627904524656921 41.15097727837726, -8.627721494983897 41.150980732417565, -8.62764012512532 41.151128234524634, -8.627646245510125 41.15122916055425, -8.627538812843898 41.1515178681803, -8.627357130802709 41.15174188557788, -8.627182288828132 41.15187604952879, -8.627131228558806 41.151915229456655, -8.62702642890773 41.15204283382692, -8.62609376250931 41.15232326279061, -8.625797987773357 41.151403848525845, -8.625803105750697 41.15131429094844, -8.625822633922075 41.15123704281355, -8.625843804905202 41.15117380652517, -8.62596760488249 41.150900130726534, -8.625446357264751 41.148629967427254, -8.62657892599591 41.14880136977003, -8.626730206772008 41.148828263225184, -8.627189294333427 41.14923115340391, -8.628039592629726 41.148764427110216, -8.628573220899536 41.14930456272484, -8.628842930668526 41.14918596931634, -8.629129857780205 41.149211850767, -8.629120370611895 41.149390927026616)))",Massarelos
131217034,"MULTIPOLYGON (((-8.62267569810219 41.147771826277285, -8.622842559750564 41.148859822277096, -8.62291850443276 41.149354991147426, -8.620890104984563 41.14962728641281, -8.620866628438723 41.14963043739911, -8.620864047188764 41.149630785992336, -8.617765824082642 41.15004967331444, -8.616868380837408 41.15017474882893, -8.616574017699946 41.14955379438825, -8.616541782962694 41.14949630448642, -8.616435022703504 41.149282003950326, -8.616722977598284 41.14925494836535, -8.616957004775633 41.14923198956373, -8.617233879097261 41.149203268415874, -8.617549316450962 41.14917150123605, -8.617641708582653 41.14914887187745, -8.617691719919652 41.149113818238405, -8.61774610457178 41.14897138811407, -8.617963767048769 41.14840133364525, -8.6180098348133 41.14832393725571, -8.618030126433238 41.14828984597258, -8.618091846502601 41.14813093112021, -8.61810813348585 41.14804532203045, -8.619266995256664 41.147921362435106, -8.61976120421318 41.14783012164472, -8.620057322167852 41.147760103059156, -8.620307144018833 41.14742408632988, -8.621042091158952 41.14744471017221, -8.621882813154334 41.147561465825795, -8.62226486310231 41.14766149432909, -8.622339567009325 41.1476815431406, -8.62267569810219 41.147771826277285)))",UniaodasfreguesiasdeCedofeitaSantoIldefonsoSeMiragaiaSaoNicolaueVitoria
131217033,"MULTIPOLYGON (((-8.613822606255296 41.15147631839909, -8.614260752669184 41.15072953802904, -8.614497895445831 41.150408417153145, -8.614760260742115 41.15009150159969, -8.614776682583226 41.149928444160864, -8.6150188558347 41.14989484719937, -8.61525591253577 41.14984549911232, -8.616574017699946 41.14955379438825, -8.616868380837408 41.15017474882893, -8.616872988742557 41.15018448479739, -8.617122511315657 41.15068889075079, -8.61759792487052 41.151581414504115, -8.61792077789634 41.15221951563009, -8.618060573322287 41.15248765849017, -8.616876812549684 41.15258971379778, -8.615759084652941 41.15268605875996, -8.613552524489638 41.15287622749156, -8.613772744868854 41.15205468258455, -8.613839671107861 41.151670823191786, -8.613822606255296 41.15147631839909)))",UniaodasfreguesiasdeCedofeitaSantoIldefonsoSeMiragaiaSaoNicolaueVitoria
131210019,"MULTIPOLYGON (((-8.609208266203755 41.168138130622545, -8.609554629764643 41.1674808445929, -8.609324926085021 41.16702242414803, -8.60923899023527 41.16692994925441, -8.609226390886766 41.16666793204857, -8.609268634226007 41.16600987294967, -8.609282740746574 41.1657451691646, -8.609698902588336 41.16576121712377, -8.60996292218372 41.165294758799234, -8.61008830585713 41.16510830644231, -8.610204224799475 41.164944240106, -8.610406534019726 41.16496000324498, -8.610613082204774 41.164955821862556, -8.610661093226652 41.16490912533329, -8.610970421677877 41.16491692330797, -8.610989214087938 41.16454538050257, -8.611157032203106 41.16465047786221, -8.611277809892298 41.16477549516279, -8.611445249589861 41.164942451646596, -8.611562597779852 41.16507072354286, -8.611661281043185 41.1652034246597, -8.611904911432216 41.16563577006721, -8.612100743458177 41.16609919856565, -8.612222496913136 41.16638733056544, -8.611553085646191 41.16650030362235, -8.611761467885808 41.16701013114101, -8.610906412139846 41.16762587221053, -8.610390043505006 41.16803290177289, -8.609808322467805 41.168474117899926, -8.609208266203755 41.168138130622545)))",Paranhos
131216006,"MULTIPOLYGON (((-8.666189500658726 41.17493139023285, -8.665800687958024 41.17467164006809, -8.665096474708047 41.17411961529201, -8.665007422025097 41.174023919970594, -8.664925046637473 41.17387856468791, -8.664843042705028 41.17351722121584, -8.664753395139993 41.17298431596842, -8.664475074326624 41.17240196147773, -8.66549542354326 41.17167082668277, -8.665589445829498 41.17162000570925, -8.666107496725735 41.171455937101115, -8.666358469502034 41.171920841422946, -8.666399778373542 41.17204663221581, -8.666381068692624 41.172135902962935, -8.666287511106024 41.172287999338295, -8.66616817262633 41.17248200216823, -8.66647641951506 41.17258166747316, -8.666527826712214 41.17261836239413, -8.666612972296106 41.17267911271681, -8.666643566706245 41.172758942799035, -8.666697238014507 41.17300252823403, -8.666736806558044 41.17318213490769, -8.666781409038453 41.17338450634815, -8.666675605681956 41.173837778303024, -8.666626582654931 41.174047769806535, -8.666571688493146 41.174282963624975, -8.666533180067269 41.17444795956134, -8.666482395228883 41.17466549574899, -8.666448911898089 41.17472148472175, -8.666189500658726 41.17493139023285)))",Aldoar
131210033,"MULTIPOLYGON (((-8.62318810769174 41.175275691779234, -8.623016851332181 41.17531532889674, -8.622878694902678 41.175269058899204, -8.622500430293565 41.17503566310745, -8.622502642760093 41.174816227502234, -8.622492964653883 41.174632218574615, -8.62247482115877 41.17445066867004, -8.62245667657035 41.174269117861, -8.622395149826216 41.173977904958775, -8.622357200193568 41.17375141845631, -8.62230166637459 41.17342002165584, -8.622258492223983 41.173162342012006, -8.62223971222812 41.17303125223497, -8.622220920460231 41.17290017150611, -8.622224219571507 41.172792740455705, -8.622217880586456 41.172492107702034, -8.622287835700174 41.17232365221817, -8.622334467490692 41.17223772671672, -8.62237565523456 41.17216183712646, -8.622525669956126 41.17198631335012, -8.622584049477029 41.17191956115132, -8.622805183441464 41.171666733388854, -8.622996344195126 41.17143721700987, -8.6231050678752 41.171295499219866, -8.623266188190515 41.17133770486197, -8.623442830862722 41.171348388498345, -8.623785657276471 41.171320246026625, -8.624181774141341 41.17167305891477, -8.624273818181434 41.171753875522555, -8.624340146417737 41.171751250633136, -8.625810175408184 41.17164255924767, -8.626166488396406 41.171622539627506, -8.626209682731753 41.17182443509893, -8.626288376761508 41.1722098360784, -8.626401127678161 41.17271871863465, -8.626443017137552 41.17283321283557, -8.626473884098449 41.17291757805784, -8.62651148444559 41.17297911548946, -8.626674813030691 41.17324642206531, -8.626681182167266 41.17325684608504, -8.626710004368634 41.17330401685523, -8.626793308274635 41.173456294732915, -8.626918561507376 41.173685255364504, -8.62714959812333 41.174091610937666, -8.627369180089001 41.17446461005513, -8.62752734179178 41.17478330624126, -8.627604416803171 41.17496980861939, -8.62764290552403 41.17510654318851, -8.627692462129225 41.175282599784715, -8.627708973524971 41.17534820545952, -8.62782813268326 41.175821658338506, -8.627841370503834 41.17587425420798, -8.627825548744767 41.17587801033493, -8.626312438279745 41.17627494919291, -8.626182353490574 41.176311577442696, -8.625939625962014 41.17579879228571, -8.625134277076553 41.17600190885396, -8.624777722640712 41.17609373754105, -8.623914819511352 41.176315964298446, -8.623766431993946 41.17599888557702, -8.62375677080428 41.17598022567109, -8.623690051565761 41.1758514753306, -8.623641280617818 41.17581705425632, -8.623479374436826 41.17578923062359, -8.623317635398656 41.175783807888536, -8.62325544535377 41.175755557692966, -8.623217371684547 41.17571090793389, -8.623216717036517 41.175597658936624, -8.623197225569443 41.17537322825707, -8.62318810769174 41.175275691779234)))",Paranhos
131210041,"MULTIPOLYGON (((-8.613577891406026 41.18474926470968, -8.613184017437689 41.18471530325208, -8.613183489097313 41.18471525773155, -8.613143308591225 41.18490856931812, -8.612872236281028 41.18487089657082, -8.612049125203598 41.18491953388646, -8.612027509770908 41.1848653296219, -8.611536395391402 41.18512598245514, -8.611556234582388 41.1853534324762, -8.611164555733927 41.18539909625841, -8.611160584977641 41.18537804717348, -8.610678875303808 41.18543389495289, -8.610563310530486 41.185195134260255, -8.610272108259927 41.18523952122343, -8.610347047710855 41.185189433133445, -8.610373431129338 41.18514126963986, -8.610356395045166 41.18505061647439, -8.60996647512594 41.1843804348222, -8.609881477985153 41.18440899809622, -8.609649545327164 41.18446276011834, -8.609533860842385 41.184491711228624, -8.609519790998194 41.18443667389009, -8.609500273887706 41.18435198269332, -8.609488320192218 41.18372320387172, -8.609487143710622 41.18366151573655, -8.61016631252218 41.18375471297801, -8.610393535027582 41.18377622381592, -8.610955186835813 41.183793443278354, -8.611028962721539 41.18379541435252, -8.611069636355811 41.18379980084529, -8.611155511210825 41.18394930489206, -8.611427951074832 41.18384470529051, -8.611653324736896 41.18375819306814, -8.612436811278181 41.18345740575867, -8.612504884362005 41.18342269086826, -8.612561853349286 41.183376946866915, -8.612607243672155 41.18335494947522, -8.612666328223197 41.18333634369579, -8.612725455773573 41.183323472549354, -8.613207013460451 41.183252597662964, -8.613431506857161 41.183233632328, -8.613447815508154 41.18315278038171, -8.61352169494505 41.182545533363566, -8.613548780986688 41.18227319496373, -8.61356354325772 41.182106704067515, -8.613655290386927 41.18137482211712, -8.613796528886738 41.18020848079391, -8.61386734342967 41.1796230085648, -8.614028592100437 41.178309746148436, -8.61408294860242 41.17776541009613, -8.61410768056696 41.17763091291984, -8.614303724739722 41.17768730294733, -8.615518623790638 41.17802246233086, -8.615793272118962 41.17809780599836, -8.61624528995216 41.178188194186966, -8.616514776743982 41.178233997521716, -8.61767425066141 41.1784423671942, -8.618244413239864 41.17855600198395, -8.618431366524836 41.178590713863024, -8.618646740732574 41.178609170803085, -8.619406002847931 41.17871053821834, -8.61941869234985 41.17871512996433, -8.620295024515173 41.17903215284312, -8.620445883153241 41.17909111865906, -8.621337184480922 41.1794052239724, -8.621574819389872 41.17948870653926, -8.621813164137054 41.17942903057707, -8.621899426686024 41.17938804697872, -8.621967627319428 41.179326845165086, -8.622026345709052 41.17919574077996, -8.622111787321426 41.178907123950175, -8.622389619218636 41.17811798752085, -8.622429531957858 41.177171961710506, -8.622794389037091 41.17726208487791, -8.62342425422069 41.17742197989466, -8.623611133943765 41.17746942478897, -8.624130352936177 41.177603660175436, -8.62455788430733 41.177734370301245, -8.624184804035004 41.17825491432249, -8.624170417380526 41.178275238064366, -8.62390336700178 41.17863557453204, -8.623531768800092 41.17913697049274, -8.623499722190072 41.179153671273475, -8.623490909377132 41.179166038398215, -8.623427893882068 41.17925446698302, -8.623418215888835 41.17926684588909, -8.623384368760616 41.17931108498074, -8.623251923470528 41.17948419648564, -8.623051553363261 41.179751037220214, -8.622878766922442 41.17997768842571, -8.622858086668858 41.18000055996789, -8.622780511973424 41.18011415951194, -8.622681669705113 41.18025135785504, -8.622293940938683 41.180296912125115, -8.621818013521407 41.180352826946546, -8.621366759992087 41.18052965761646, -8.621365266227205 41.180530242925975, -8.621365222318664 41.18053026832417, -8.62113686114725 41.180662745906936, -8.620133554173327 41.18124477497086, -8.61942061910173 41.18165834517002, -8.619420587063054 41.18165836421434, -8.61837858128634 41.18226280897473, -8.618665473631708 41.18248474635519, -8.61877367564261 41.18256844978679, -8.618451499465706 41.18276240728716, -8.61800277866369 41.18303254458919, -8.616517423733221 41.18350748151418, -8.617042584868443 41.18384967723961, -8.616054190491724 41.18425533964713, -8.615413270186561 41.18432558287044, -8.615308322139901 41.18433708499598, -8.615223227522323 41.18425761717938, -8.61522299230244 41.18425739755855, -8.614795211574162 41.18444873074999, -8.614684414063953 41.18439085069734, -8.614342637839723 41.184575703236746, -8.614330344676903 41.184586608388855, -8.614317766119136 41.18459776685256, -8.614175792235564 41.184723709761386, -8.614027343685091 41.184762041545746, -8.614021824922602 41.18476346655992, -8.614009984389483 41.18476652433812, -8.613986516260313 41.18477258407552, -8.613750093133127 41.184810491308305, -8.613577891406026 41.18474926470968)))",Paranhos
131211024,"MULTIPOLYGON (((-8.65878506893587 41.165738043798754, -8.658542290285485 41.16562186031658, -8.658439073791806 41.16557305404993, -8.658114105124165 41.16541941101409, -8.657941342530416 41.16533773402889, -8.657713981950131 41.16523023884296, -8.657635060154314 41.16550050112244, -8.657509623575388 41.165939682845796, -8.657359900216825 41.16646138791962, -8.657359557698259 41.16646191803241, -8.657294232217133 41.166563062867674, -8.657102871921815 41.166747742434296, -8.656816503054301 41.16696277506797, -8.656476573613126 41.16712555786694, -8.656185710756152 41.1672032898201, -8.655891016608058 41.16723968427475, -8.655553637201542 41.16725773259656, -8.655162952657532 41.16720869172024, -8.65545112786283 41.16623421772352, -8.65548634965515 41.166017044761766, -8.655436655721546 41.16571346059521, -8.655494409017585 41.16541102522302, -8.655554748841507 41.16511626866991, -8.655621380696873 41.164892172894405, -8.655741468144345 41.16459106544413, -8.655956502538027 41.164065320047314, -8.655999460128298 41.1637921966594, -8.65605486288252 41.16359164295394, -8.656524413559907 41.16332676927843, -8.656996976671717 41.16256330755479, -8.657275989110714 41.162611194630024, -8.657535237103877 41.16265394940578, -8.657941833970565 41.16272124442226, -8.65851974216385 41.16281539458093, -8.658538590828693 41.16281873024635, -8.658539200508315 41.16281883371628, -8.658731328770134 41.162851333477875, -8.65927401766159 41.16294313015181, -8.659628536341932 41.1630025081719, -8.65970548509201 41.163015395468086, -8.659759606352651 41.16302446030069, -8.660043213443862 41.16307322188852, -8.660043640597605 41.16307329647121, -8.66017636804985 41.16309656057724, -8.661122609902122 41.16325482875378, -8.661898476796022 41.163383704237596, -8.662218885290574 41.16343896551271, -8.662850373318406 41.163547875095844, -8.662998669397952 41.16357213045417, -8.662980768279674 41.16359787873914, -8.662869762184362 41.16373570712881, -8.662767667483399 41.16388514422896, -8.66271703035919 41.163959261169566, -8.662669817386012 41.164013526713575, -8.662048456190858 41.164727692925275, -8.662041522428316 41.164735662079075, -8.662041472871088 41.16473572263562, -8.661358592304163 41.16558376110454, -8.660758434938096 41.16633867467181, -8.660737191721534 41.16636539506779, -8.660533881657113 41.16657514727425, -8.660075263348878 41.166359866733636, -8.659791500847431 41.166226956077345, -8.659536036748811 41.166104350496944, -8.6591257712749 41.165902525417295, -8.659019463666624 41.1658502221044, -8.65878506893587 41.165738043798754)))",Ramalde
131216003,"MULTIPOLYGON (((-8.664996407742677 41.16922028354805, -8.665051108891136 41.16920220238301, -8.665066891282219 41.16919698802792, -8.665147048017298 41.16918971959006, -8.665236717582756 41.16918159675941, -8.665339857747725 41.169185926715734, -8.665553422097071 41.16919484081778, -8.667122114117856 41.16926041716782, -8.667270824409725 41.16929310390644, -8.667430656659455 41.16945814914393, -8.667617960607584 41.169562416293765, -8.667642975882726 41.16960548220676, -8.66764422592716 41.16971368578211, -8.667684188310037 41.16976605581002, -8.667678678162423 41.16976824241963, -8.66766868887274 41.16977367336244, -8.667659888116017 41.16978004424165, -8.66765249792497 41.16978711001013, -8.667646612929259 41.16979463791755, -8.66764224276905 41.16980234788522, -8.667639280289638 41.16981010444538, -8.667637673484089 41.169817666523855, -8.66763729223146 41.16982353910753, -8.66763779100656 41.16983212601031, -8.667639520538549 41.16983966360107, -8.667642621992943 41.16984739291989, -8.667647117145327 41.16985506084429, -8.667653124070632 41.16986253356223, -8.667660627378622 41.16986953021024, -8.667669532238452 41.1698758189168, -8.667681007677134 41.169881698601785, -8.667629320926538 41.16994076187606, -8.667604432237253 41.17026033700334, -8.667642739497705 41.17033613314521, -8.667656937150825 41.17035013199604, -8.667435527775021 41.17058848698671, -8.667388915293484 41.170640053025316, -8.667366478363942 41.17066356741986, -8.667349535730427 41.17068132147738, -8.66725979057234 41.171099367740474, -8.66720878933335 41.17110214346701, -8.666759944940523 41.17124634803607, -8.666107496725735 41.171455937101115, -8.665589445829498 41.17162000570925, -8.66549542354326 41.17167082668277, -8.664475074326624 41.17240196147773, -8.664114648232442 41.17182605461317, -8.664681083887395 41.17141764527072, -8.664623724169846 41.17134897745048, -8.664599303920438 41.17132187099631, -8.664582652635517 41.17130810910042, -8.66456073600927 41.17129883763728, -8.664544761114316 41.17129489632237, -8.664513978969334 41.17128566485491, -8.664480250017986 41.17127600666313, -8.664451264991452 41.17126944206992, -8.664413988721138 41.17126025043878, -8.664343276192483 41.17125240248632, -8.664317740279644 41.17125386190409, -8.66425834272425 41.17125726122889, -8.663889613289415 41.171215683594745, -8.66387877735062 41.171212249759954, -8.663845626337816 41.171201688287226, -8.6636739385707 41.17111731376729, -8.66355873661966 41.171058392486, -8.66325755223463 41.17091112872822, -8.663091290050167 41.170829825844955, -8.662807575455682 41.170629239795005, -8.662607877891562 41.17042827493222, -8.66247606902226 41.17024246533337, -8.663185163832264 41.16994426144332, -8.663760416949627 41.16970232647375, -8.663873813671735 41.169654630363745, -8.66402727821249 41.1695900923709, -8.66427681605466 41.16948552817906, -8.66432531505924 41.16946520777309, -8.664402104007992 41.16943484220259, -8.66449249230034 41.16939911029798, -8.66463549842377 41.16934257955992, -8.664681702084382 41.169324312675776, -8.664996407742677 41.16922028354805)))",Aldoar
131216024,"MULTIPOLYGON (((-8.666261553769708 41.159800875317174, -8.6662209680973 41.15973744215573, -8.6660809895269 41.159548731518704, -8.665824641633115 41.15918777570267, -8.665707604997 41.1590226047663, -8.66570737480482 41.15902227987379, -8.665313153678106 41.158422215389784, -8.665132080582227 41.158146589978415, -8.665123970037733 41.15813590417642, -8.664931345781998 41.157882128579914, -8.664791756877392 41.15769822462166, -8.664733538200222 41.157497878528055, -8.664714323273524 41.1572874503266, -8.664765009229015 41.15707372356757, -8.664758811432646 41.15707089869958, -8.664852448019326 41.15706388971004, -8.665492993452714 41.15682416370302, -8.665701311960339 41.15656734244015, -8.66587923932537 41.156698380033816, -8.666038267531396 41.15675384494715, -8.666276400836715 41.1567873150947, -8.666499510079356 41.15677672676728, -8.667505596699828 41.156380658508986, -8.667493795638807 41.15623918938348, -8.667464070091466 41.155882906775105, -8.667471173420955 41.15580124409342, -8.66817933449018 41.1557731056374, -8.668307899295726 41.15575096097326, -8.668373448334451 41.15573076580897, -8.668449033995602 41.155730413644875, -8.668497907531961 41.155742880808134, -8.670101085212352 41.15511800773936, -8.670793875146405 41.155789081124226, -8.670882856236503 41.15587527395512, -8.671585105471971 41.155599560694135, -8.672164110843445 41.15537222490104, -8.67217134767207 41.155383049365184, -8.672189492543632 41.155406374826654, -8.672209558780478 41.15542878995858, -8.672231464503845 41.15545018889198, -8.672243293395665 41.15546035255068, -8.67225511149552 41.15547050725434, -8.672280440510903 41.15548963907066, -8.672307309333497 41.155507530079184, -8.67233563145045 41.155524090640405, -8.672365276483768 41.15553925743285, -8.672396136786054 41.15555297873433, -8.67242808078724 41.15556519122914, -8.672461000898243 41.155575850398414, -8.672494740611876 41.155584902948235, -8.672529171049751 41.15559232336881, -8.672564147824 41.15559808352185, -8.672599551512524 41.15560214884932, -8.67263521525448 41.15560451112799, -8.672671006670695 41.15560515386955, -8.67270678524206 41.155604084935575, -8.672742394918073 41.15560130685803, -8.67277770345248 41.15559681935621, -8.672806277287188 41.15559176010779, -8.6728125704888 41.15559065010106, -8.672846840183634 41.15558282683621, -8.6728803924333 41.15557337713803, -8.672913074968795 41.155562328733744, -8.672944779895555 41.155549745160066, -8.672975351445132 41.15553566316526, -8.6730046852976 41.15552014626952, -8.673032649666704 41.15550325001795, -8.673059149896789 41.155485054093425, -8.67308406731423 41.155465614880164, -8.673098223664658 41.155453059500836, -8.673316793279993 41.15585013262256, -8.673471600428675 41.15606640021499, -8.673485400499908 41.15613999995397, -8.673486200072366 41.15636399978172, -8.673307700276201 41.15724750054415, -8.67331669959159 41.15734959991178, -8.673207299890544 41.157704899915444, -8.673078500057757 41.15801179970215, -8.672781899880416 41.158298999876585, -8.67253129906284 41.158554249897435, -8.673048689264247 41.15864295051651, -8.673048733413827 41.15864339422316, -8.673087143915927 41.15871892799782, -8.673100047455778 41.15878430829498, -8.673082958990976 41.15896199976227, -8.673035058587956 41.15915387340866, -8.67293165092351 41.159364691168456, -8.67290599065912 41.159449007327225, -8.67289234969382 41.159588236797156, -8.67290977919672 41.1597099233905, -8.672893860821942 41.15977212517226, -8.67285987060579 41.159815585380876, -8.672530618012395 41.15999479132071, -8.672281250228732 41.160339024756546, -8.672192864241081 41.16063670920584, -8.672066329382444 41.16082387015234, -8.67208711059842 41.16103311907116, -8.672094022398607 41.161047678244444, -8.672142570722507 41.16112327561703, -8.671030332902934 41.16159109784175, -8.670686360577898 41.16135992019837, -8.670366115669486 41.16118454593019, -8.66992279524409 41.161098901689215, -8.668698144026248 41.16096004260674, -8.66853906672458 41.16094970055005, -8.668459431783049 41.160961245075036, -8.668261607617742 41.161034017997444, -8.668247239255239 41.161013592698176, -8.667160604396521 41.159448544397314, -8.666261553769708 41.159800875317174)))",FozDoDouro
