section,geometry,neighbourhood
131203010,"MULTIPOLYGON (((-8.572698437505222 41.165988240472416, -8.572465364153425 41.16606250340945, -8.572297202095886 41.16621502452294, -8.57203400044396 41.1661850555733, -8.571859755596554 41.166154872365595, -8.570803260356879 41.1659636714898, -8.571189592699566 41.164970736628774, -8.571223444913885 41.164851341766926, -8.571366055808749 41.164501884594046, -8.571441482897882 41.16436186459543, -8.571694898832124 41.16400539498878, -8.571876623713454 41.16375076240926, -8.571978949290715 41.16359605344019, -8.572079290826185 41.16353316472804, -8.57260968720409 41.16329917945623, -8.572844753630724 41.16318072517915, -8.573227927047185 41.163003268208534, -8.573342469692877 41.16294064018138, -8.57434860222055 41.1624606190219, -8.574595949244785 41.162344311177186, -8.574807440103347 41.162244870376, -8.575529248759686 41.163078045529765, -8.575819058365338 41.16338218376141, -8.575905201444485 41.16347257679894, -8.576024204240793 41.16363853932901, -8.576183023789149 41.16393318630888, -8.57624192691735 41.1640650390065, -8.576479643177029 41.16459714973508, -8.57659861979913 41.164866513984464, -8.576637315701861 41.16495411769049, -8.576728333639563 41.16506704628505, -8.576871750374975 41.165186597331754, -8.57688332290804 41.16519406146546, -8.576684249712416 41.16536343814495, -8.576538695637147 41.16551330314813, -8.576306021731202 41.16577823200462, -8.576259406183953 41.16573175267442, -8.575173573914517 41.16512868324281, -8.57503866393848 41.16510430483532, -8.575005528921466 41.165106142785795, -8.574929397975488 41.16511038863956, -8.574813539620054 41.16514616512238, -8.57452251574956 41.16527324699227, -8.573784253301477 41.16547870211764, -8.572732943664283 41.165441990148, -8.572698437505222 41.165988240472416)))",Campanha
131211011,"MULTIPOLYGON (((-8.643319950449056 41.16324731045947, -8.643259927130185 41.16340706463783, -8.643225581574706 41.1634858299635, -8.643062133163419 41.16400378768451, -8.642815035727299 41.16475451706454, -8.642805348947066 41.164783625004105, -8.642735607580798 41.16498571340539, -8.642691875222084 41.16513711928491, -8.642179120318128 41.165049507225014, -8.641415907047513 41.16491908882322, -8.641370701659767 41.16477415472643, -8.64128357152846 41.16465298702177, -8.64077446633418 41.16423055808978, -8.640214303961319 41.163756157156165, -8.63901860155458 41.16274374549777, -8.63933575784473 41.162532402518856, -8.639335802891107 41.16253237260658, -8.639883971350727 41.162004372882066, -8.640449144290931 41.16145802041845, -8.640632475276695 41.16128098083523, -8.640969014737394 41.16095598703847, -8.64153665177472 41.16044265881116, -8.64169593608148 41.160298611990115, -8.641972322311274 41.16004922819339, -8.642214968414736 41.16008975241599, -8.642840813448018 41.16019502488683, -8.643130942057393 41.16024245046791, -8.643419769212143 41.16029176839194, -8.643720287053663 41.160342743690386, -8.64386390969868 41.16036461506656, -8.643864390479372 41.160364695774575, -8.643884181219814 41.16036801705819, -8.643895282123914 41.160369880352995, -8.6448925244468 41.16053930950056, -8.645306357640932 41.160608789777775, -8.645412659921995 41.160626637251454, -8.646593515702866 41.16082488523049, -8.646593955932815 41.16082495980483, -8.646593904677124 41.16082510950527, -8.646316257969177 41.161642198085666, -8.646166548855954 41.16206377437102, -8.646000845309912 41.162616114131644, -8.645537524970264 41.162543476334065, -8.644540165675837 41.16238197900725, -8.64360820852382 41.16222942973723, -8.643344645166087 41.163173224184256, -8.643319950449056 41.16324731045947)))",Ramalde
131211004,"MULTIPOLYGON (((-8.630560607316374 41.169400855128785, -8.630636951184405 41.169564459909395, -8.630374802896926 41.1696347721939, -8.629925361389155 41.170082567067546, -8.62988843965262 41.17011785038336, -8.629880851076065 41.17012601401701, -8.629647118284902 41.17005120276357, -8.628663961091878 41.16980613060565, -8.628465394292453 41.16975662897045, -8.628040376747466 41.16966382961374, -8.627706281026404 41.1696363491527, -8.627648082726749 41.169648592807576, -8.627351470749993 41.16971101612599, -8.62702705866252 41.16974627569422, -8.626509779135496 41.1698181006642, -8.62578461655891 41.16990569865183, -8.625784354639643 41.169905730386866, -8.62576391486426 41.16981571153996, -8.62562526854178 41.16913451499543, -8.625625211646003 41.16913423700505, -8.625453435644788 41.16844345175222, -8.625452754944279 41.16844006903504, -8.62530432003984 41.16770250166091, -8.625304284144166 41.16770232262817, -8.625177897285864 41.16710435843624, -8.62517316618078 41.16707736566134, -8.62518714184634 41.167034803722316, -8.625461453897584 41.16695799422188, -8.625570865799133 41.16692929791082, -8.62567087910067 41.166903066553964, -8.625847683964736 41.16686854590103, -8.626435939610898 41.16672447173658, -8.626408948714424 41.16687800399512, -8.627239839379653 41.166863689503366, -8.627237826212736 41.166955601721725, -8.628817778957176 41.16764855274082, -8.629632185417742 41.16798218669853, -8.629836046193649 41.16806569896659, -8.629895540180822 41.168067476457026, -8.630063282223748 41.16840396666625, -8.630185919365127 41.168649991222786, -8.630371474935204 41.16902220346248, -8.630560607316374 41.169400855128785)))",Ramalde
131217038,"MULTIPOLYGON (((-8.624672497261342 41.160049019979944, -8.624689749122116 41.15985014763473, -8.624949869313031 41.159772869506924, -8.628055336584522 41.15840045126966, -8.628111507722078 41.15848558456013, -8.628202613742276 41.158585441942016, -8.628321185880644 41.158679607482654, -8.628447461686518 41.158754255277294, -8.628581484163034 41.158814948898836, -8.628715400773036 41.158861714003876, -8.62884921667723 41.15889176822965, -8.628881766261504 41.15889507589986, -8.628854604766431 41.159005833640556, -8.628808416442489 41.15916866341766, -8.628604716791338 41.15990632807489, -8.628590382304866 41.159955019472456, -8.628370809394942 41.16070858152822, -8.627978536541741 41.16183865866096, -8.627794266228264 41.162374188905495, -8.626151421330064 41.16208837302021, -8.624738943177476 41.16185241975351, -8.624715081065284 41.16103794238544, -8.624672497261342 41.160049019979944)))",UniaodasfreguesiasdeCedofeitaSantoIldefonsoSeMiragaiaSaoNicolaueVitoria
131218009,"MULTIPOLYGON (((-8.637311092878605 41.158067540194644, -8.637732205257887 41.15813880144533, -8.638557860848922 41.15829055754739, -8.640939973706542 41.158695924685205, -8.640769046425065 41.15927073713915, -8.640602584948784 41.15983021323308, -8.641450743406693 41.159968355468486, -8.641972322311274 41.16004922819339, -8.64169593608148 41.160298611990115, -8.64153665177472 41.16044265881116, -8.640969014737394 41.16095598703847, -8.640632475276695 41.16128098083523, -8.640449144290931 41.16145802041845, -8.639883971350727 41.162004372882066, -8.639335802891107 41.16253237260658, -8.63933575784473 41.162532402518856, -8.63901860155458 41.16274374549777, -8.638674496504809 41.162496208202114, -8.638613035800526 41.16245199564024, -8.638386810501911 41.162316265539076, -8.638386437042179 41.16231604206897, -8.638043804965635 41.162026805434614, -8.637753319875682 41.16176245600062, -8.63774761302988 41.161757682593155, -8.637747322830876 41.1617574398471, -8.637414957813597 41.16147089544339, -8.63741460159839 41.161470589054716, -8.637116665947962 41.161198078458064, -8.636935861071976 41.161035177828296, -8.636536103706073 41.16067451376297, -8.636249105663738 41.16039826039183, -8.636156342446743 41.16026450632871, -8.636084877438567 41.160128044327585, -8.636044165078914 41.16000810513189, -8.635938359955166 41.159758971311014, -8.635866238713843 41.15958280829529, -8.635709600676732 41.15918370643074, -8.635646616682743 41.15900272658656, -8.63580749286037 41.15902820201432, -8.63635617436299 41.15791517119642, -8.637311092878605 41.158067540194644)))",LordeloDeOuro
131218012,"MULTIPOLYGON (((-8.638557860848922 41.15829055754739, -8.637732205257887 41.15813880144533, -8.637311092878605 41.158067540194644, -8.63635617436299 41.15791517119642, -8.636909566108914 41.15681490134048, -8.637225556884406 41.15620514400247, -8.637460047928544 41.15574321036652, -8.637815383659113 41.15501632609518, -8.638132037464906 41.15438168599131, -8.63814931884423 41.154347043438136, -8.638528118540366 41.15442519740573, -8.639816354499049 41.154681520974385, -8.639816388478373 41.154681446989265, -8.639907525250162 41.15448097218986, -8.640283969242144 41.15346327116955, -8.640286189676509 41.15345768139899, -8.640344756481358 41.15346696812257, -8.641703439764528 41.153865601860836, -8.641801236284289 41.153894432341815, -8.642418312467376 41.15405505072102, -8.643827200960052 41.154483308351956, -8.643702894123095 41.15498201399346, -8.643714882841646 41.15503914473921, -8.643775643198776 41.15511331069552, -8.643778311804887 41.15517916203912, -8.64366721918845 41.15629924461111, -8.643629536822376 41.15671147822692, -8.643594932736047 41.15685301235728, -8.643410257812862 41.15740732388745, -8.643156157434055 41.15743367318257, -8.64295621526448 41.15750597988093, -8.64284263532393 41.15760296136573, -8.642722964792537 41.157768877197604, -8.642650920989075 41.15797736814999, -8.642593739088717 41.15808686713884, -8.642571821433013 41.15824389441155, -8.642495388958631 41.15861338603427, -8.642404559888032 41.158831612527635, -8.642290631024515 41.15905463231748, -8.642168096071993 41.15918500386927, -8.642102276077708 41.15925467046156, -8.642048609773466 41.159307555057325, -8.642012809957993 41.15934163167044, -8.641985748688146 41.15934097685388, -8.641886654227582 41.159346115762894, -8.641760905338746 41.15932324454313, -8.641717801361448 41.159304698652605, -8.641595778869405 41.159364539052845, -8.641506703985858 41.15938367026553, -8.641430672554556 41.159379324466364, -8.640769046425065 41.15927073713915, -8.640939973706542 41.158695924685205, -8.638557860848922 41.15829055754739)))",LordeloDeOuro
131203020,"MULTIPOLYGON (((-8.570186437283848 41.170091312884026, -8.570186519150996 41.17009125944781, -8.570299382941963 41.17001776454167, -8.570395298171668 41.16990880997291, -8.570444566162728 41.16984613553945, -8.570482706104766 41.16975828670337, -8.570484803034244 41.16975035402625, -8.570515078420312 41.16964534126547, -8.570655965663072 41.16874740621462, -8.570660986318506 41.16871541004484, -8.57066416996348 41.16869512288793, -8.570727206408598 41.168293358450285, -8.570727212096823 41.16829331790916, -8.570750955690764 41.168138755602065, -8.57073358599976 41.16801753678419, -8.570699722619734 41.167907093983914, -8.570613295568146 41.167794597054, -8.570496538721828 41.1676905937695, -8.570349567064325 41.167611828068125, -8.570227727720418 41.16756646023762, -8.57021262959136 41.167561679503685, -8.570212701043317 41.167561493743165, -8.570366147029356 41.16716270079041, -8.570587734155838 41.166579688373865, -8.570792366236452 41.166063270271685, -8.570803260356879 41.1659636714898, -8.571859755596554 41.166154872365595, -8.57203400044396 41.1661850555733, -8.572297202095886 41.16621502452294, -8.572465364153425 41.16606250340945, -8.572698437505222 41.165988240472416, -8.572732943664283 41.165441990148, -8.573784253301477 41.16547870211764, -8.57452251574956 41.16527324699227, -8.574813539620054 41.16514616512238, -8.574929397975488 41.16511038863956, -8.575005528921466 41.165106142785795, -8.57503866393848 41.16510430483532, -8.575173573914517 41.16512868324281, -8.576259406183953 41.16573175267442, -8.576306021731202 41.16577823200462, -8.576358899419818 41.165830971346, -8.576396297120445 41.166049282597484, -8.57639536274897 41.1663503516613, -8.576400848971048 41.16640573244077, -8.576542271388009 41.166399146165695, -8.57673762319526 41.16639777173096, -8.576802557080164 41.166402689208546, -8.576914630034347 41.166455425356304, -8.576884266496895 41.166500788243724, -8.576827781572995 41.166586084243605, -8.57665070759458 41.16676377622648, -8.576522141742894 41.16686408971849, -8.576319803627335 41.16700959068823, -8.5761134164663 41.167134513953705, -8.5758179871816 41.167268342244164, -8.575184554892743 41.16753834890915, -8.574967789284338 41.1676654718887, -8.574734539236532 41.16781667042802, -8.574237723206105 41.168218406371885, -8.574180351678734 41.16826479941567, -8.573845285648105 41.168535724948846, -8.573359268413084 41.16887577476879, -8.57315861242396 41.16897206583573, -8.57270298522822 41.169160748250256, -8.572575491187282 41.169209244076875, -8.572544803297887 41.16922274970543, -8.57222840965938 41.169370803554486, -8.571930658858554 41.16949156630551, -8.57081841056563 41.169925292551206, -8.570386248676721 41.17010572768869, -8.570301961382532 41.17011183743575, -8.570186437283848 41.170091312884026)))",Campanha
131210029,"MULTIPOLYGON (((-8.583344466675594 41.18114574209606, -8.583292676953329 41.18111893159487, -8.583222989981827 41.18108904130642, -8.583118596512325 41.18102110829194, -8.583029290491256 41.180974933699424, -8.582923638116414 41.1809203074983, -8.582676924628334 41.18081520084146, -8.582481536208256 41.180703956867724, -8.582292906665188 41.180621409065466, -8.582154314354547 41.18056008084168, -8.582086937553841 41.180530265495236, -8.58204139172638 41.180510111289195, -8.581938274678219 41.18048917114567, -8.581826776970052 41.18046632763281, -8.581757922499138 41.18045222047605, -8.581733310480116 41.180447177583005, -8.581759251538735 41.180386056089596, -8.581762777293411 41.18037353626132, -8.581767698138133 41.18036128923182, -8.581773981267636 41.18034939796836, -8.581781578420468 41.18033795090105, -8.581790429442066 41.180327040108004, -8.581800477605865 41.18031673604358, -8.581811649518981 41.18030711192834, -8.58182386463798 41.18029824101073, -8.58183703757258 41.180290184852446, -8.581851063821174 41.18028299878664, -8.581865846094459 41.18027674712272, -8.581880268826625 41.18027177457023, -8.581895173161826 41.18026769156663, -8.581911167362428 41.18026438768972, -8.581927467644224 41.18026210010556, -8.581943964487147 41.180260847249414, -8.581960553015351 41.18026062952991, -8.58197709987325 41.18026146547541, -8.581993488082777 41.180263328528824, -8.582009619974087 41.18026622717483, -8.582277303752258 41.17945166607574, -8.58245330648898 41.178914676105705, -8.582480937365334 41.178830354520144, -8.582575761182884 41.17854105575365, -8.582693438978106 41.178166202294975, -8.582860376703854 41.17774564131507, -8.58403993038029 41.17771678603225, -8.584672407326066 41.17770255563552, -8.584814221837036 41.177705915527305, -8.584684832088477 41.177921798113054, -8.5845443112071 41.17810639094698, -8.584414585264945 41.17827336487651, -8.584513041314857 41.17831605390496, -8.584649748516885 41.17837033362511, -8.584740096234649 41.17840195192174, -8.584834660465072 41.178422803354444, -8.584981521424817 41.17844247617829, -8.585195754575642 41.17842812899927, -8.58535982161872 41.17835220158799, -8.585620081174426 41.17835193482355, -8.586051085913628 41.17834915024114, -8.586285563989161 41.178348226995354, -8.586443837456866 41.17836717772601, -8.586569437806814 41.17839018366386, -8.586646129710667 41.17844078040333, -8.586755870201566 41.17853824766497, -8.58680890521281 41.17849726000857, -8.58688608562482 41.1784376283061, -8.587696944920294 41.177777922345165, -8.587768396335235 41.17788394980205, -8.588014494772509 41.17838029286326, -8.588063851369204 41.17841926489326, -8.588442641106395 41.178587365245654, -8.589686381482283 41.17909622969196, -8.589611288449415 41.1797830280971, -8.589521177155726 41.17976375851449, -8.589205592459912 41.17974190719291, -8.589117801503289 41.179735828432285, -8.588855589872312 41.17969941554448, -8.58850875604916 41.179661986935656, -8.588321312861348 41.179653839765, -8.588151831967792 41.179646472232044, -8.588076725876563 41.179643711075244, -8.588009788702955 41.17964082306028, -8.587807303419732 41.17963208525134, -8.58753546082724 41.17964981701302, -8.58718496404235 41.179685152840726, -8.587151189843455 41.17969536992262, -8.587102593374889 41.17970975409054, -8.586622998967627 41.17985170476425, -8.586416061971144 41.179965882844414, -8.586355675613365 41.17998836565831, -8.586163992597402 41.18012049008437, -8.586102345412545 41.180162220847016, -8.585959008608754 41.180259248641654, -8.585797835780497 41.18034691254047, -8.585540117466987 41.18048708778509, -8.585312638958968 41.18063034025848, -8.585104844310669 41.180776127185815, -8.584895766028037 41.18090886161464, -8.58472205337072 41.18102011767083, -8.584536796579695 41.181134569320854, -8.584441024139387 41.181205631227115, -8.58441857834915 41.18122228531931, -8.584411351498542 41.18122789901323, -8.584264983198004 41.18131319944301, -8.584110501906936 41.18136134994221, -8.584110332652905 41.181361347903675, -8.584013051188224 41.181360388955, -8.583908476414296 41.18135935762236, -8.583722777622052 41.181305519964184, -8.583683829917605 41.18128832192512, -8.583683564530011 41.18128820500684, -8.583663241606317 41.181279011867545, -8.583344663895344 41.18114582506521, -8.583344466675594 41.18114574209606)))",Paranhos
131218002,"MULTIPOLYGON (((-8.655658896860022 41.15413996152738, -8.655879185864201 41.15439566139288, -8.655974755451767 41.15456225907748, -8.65601828272317 41.15473260463434, -8.656016895852012 41.15486975966726, -8.655990582520502 41.15499119821718, -8.655910170415474 41.15517090448507, -8.655755296963232 41.15534568283351, -8.655553306264054 41.155518901728996, -8.655293568914788 41.155606232133444, -8.655199636683495 41.15563065449039, -8.655064464668135 41.15566580773327, -8.654308290318019 41.155683692712465, -8.65383151600184 41.155637197670266, -8.653438270070145 41.15559884867714, -8.653247409109152 41.155613786268106, -8.653064285590064 41.15566561361976, -8.653017290392116 41.155689957380574, -8.652913606040205 41.15574365808657, -8.652780490050313 41.155846239186566, -8.652689424330338 41.15593631252304, -8.652544562037718 41.1561445537432, -8.652487330368894 41.156272478957526, -8.652251435678316 41.1563599020915, -8.652216425167552 41.15639635547233, -8.652200830158186 41.15643397295128, -8.652187818897051 41.156575447450706, -8.652165269828757 41.15662561139354, -8.652025355685081 41.15679396022714, -8.651835381568329 41.156882426326646, -8.651546472847478 41.15645755070026, -8.651544779397225 41.156455218994516, -8.651502215584445 41.15639661851771, -8.651398079635982 41.156201504743535, -8.651273082516399 41.15607722911942, -8.65099030406027 41.155917630173704, -8.650912947834177 41.15585820171875, -8.650636966961885 41.155472483117755, -8.650418892678987 41.155167681532504, -8.650391044941282 41.15509572142734, -8.650376435585752 41.15489403572551, -8.650377710105365 41.15473972887536, -8.650349879621645 41.15457445216292, -8.650242134039635 41.15436505458377, -8.65007031145289 41.15416469761108, -8.650179899188428 41.15406056933196, -8.650327117949084 41.153957594721305, -8.650427873852502 41.153907295113505, -8.65062801371822 41.15388376638111, -8.650958873238077 41.15381494403258, -8.6510564588538 41.153832520271266, -8.651641378553244 41.15366667593597, -8.651667365392244 41.153696055383485, -8.651754291750578 41.153452988825705, -8.651765236957946 41.15342237069251, -8.651775035086587 41.15317412359676, -8.6519235954684 41.15335490923926, -8.652068429314271 41.153437694675446, -8.652212888334184 41.1534745801679, -8.65370633555012 41.15350431499703, -8.654040210952521 41.15349340952559, -8.654527844255028 41.153398573722, -8.65474390056342 41.153315359730485, -8.65490428443293 41.15330947923095, -8.655139222676782 41.1533058926256, -8.655138198589997 41.153376830792126, -8.655201220402601 41.153513728151864, -8.655257963398661 41.15363701415503, -8.655403746739612 41.15383867003174, -8.655629951151608 41.15410577908391, -8.655658896860022 41.15413996152738)))",LordeloDeOuro
131218005,"MULTIPOLYGON (((-8.656717528653175 41.149630966653646, -8.656060873061927 41.14921730845592, -8.656114416626192 41.148952348248024, -8.656140031460748 41.14882562716418, -8.656226872216514 41.14864794434878, -8.656624431600061 41.14834312288007, -8.657088387101247 41.14814329942643, -8.657663268491959 41.1480338436518, -8.657737926465227 41.14807945916664, -8.657787515145229 41.14810624456511, -8.657838112147925 41.14812666827624, -8.658108564846508 41.148185804751435, -8.658299981002832 41.148211932640045, -8.65847617475966 41.14821271215319, -8.658567537960216 41.14820832360693, -8.658690293095876 41.14819835223241, -8.659593004616545 41.148369553649296, -8.659972038404828 41.14853762200192, -8.660207434057002 41.14890953953341, -8.660218571438085 41.14893622158593, -8.660542356721844 41.14971940375605, -8.660651895620068 41.15005711629858, -8.660721686215034 41.150350648161435, -8.659244563803197 41.15039796721994, -8.659189511127261 41.15038224674831, -8.659017128318844 41.15029708379219, -8.658682117580401 41.150222011018954, -8.658678802100395 41.15022153991141, -8.658548237745705 41.150202679855695, -8.658336158865833 41.15017203638682, -8.658194908649518 41.15015163088355, -8.657748141746083 41.15008707850242, -8.656976527562914 41.14997561011981, -8.656717528653175 41.149630966653646)))",LordeloDeOuro
131218019,"MULTIPOLYGON (((-8.656066447008563 41.161396709243164, -8.655872206663256 41.16121511997463, -8.655503164637313 41.16086729290526, -8.655461994625579 41.16083498477846, -8.655409420938346 41.160800990510424, -8.654456096618311 41.160454411395165, -8.654235594199855 41.16032843820332, -8.65406197962897 41.16023933058038, -8.65398364174952 41.160186328773285, -8.653869688407477 41.160093474476895, -8.653787728133775 41.16001027126575, -8.653562832850016 41.15975969303391, -8.65321696248757 41.159344413097536, -8.653104318310637 41.15915186961513, -8.65297984646863 41.158935518807105, -8.652707535699435 41.15859077478427, -8.652540280153852 41.15843402527988, -8.652122453888529 41.15752289494874, -8.652220428938376 41.15743370938555, -8.652961483940246 41.15694644079836, -8.653292088591947 41.156982085763474, -8.653781144395134 41.15700775538999, -8.654279212617686 41.15700549662486, -8.654675208478357 41.156927021485394, -8.65506109752047 41.15673704142642, -8.655202098712671 41.1563595491931, -8.655120783914725 41.15626782494091, -8.65506727213883 41.15575975170736, -8.655064464668135 41.15566580773327, -8.655199636683495 41.15563065449039, -8.655293568914788 41.155606232133444, -8.655553306264054 41.155518901728996, -8.655755296963232 41.15534568283351, -8.655910170415474 41.15517090448507, -8.655990582520502 41.15499119821718, -8.656016895852012 41.15486975966726, -8.65601828272317 41.15473260463434, -8.655974755451767 41.15456225907748, -8.655879185864201 41.15439566139288, -8.655658896860022 41.15413996152738, -8.655640949886703 41.15399495055475, -8.655667500828955 41.15390670009572, -8.655729899636789 41.15385140046401, -8.655793999570369 41.15382039940454, -8.655893099578757 41.153804400080205, -8.655992800372006 41.15379100019879, -8.656149099420313 41.153809300564056, -8.656309000266988 41.153819100464766, -8.656532000077222 41.153836399491645, -8.656724800104344 41.15384969967546, -8.65686460084182 41.15387369997853, -8.656953100164772 41.153898999541234, -8.657020400123002 41.15392030028324, -8.657075199760376 41.15395629981017, -8.65715839980935 41.153998899952825, -8.657241599505348 41.15403889958224, -8.657296400518316 41.15405620057783, -8.657388399865056 41.1540762001286, -8.657476899707254 41.15408819987035, -8.657551299871324 41.154090900123165, -8.657617122962362 41.154087091425566, -8.657621606264453 41.15409191264607, -8.657656770954114 41.15411254174464, -8.65773146913702 41.15414439928738, -8.657685308133042 41.15420428850031, -8.657670424356677 41.15433500299005, -8.657732835591904 41.15445729847125, -8.657867494967098 41.154625309404075, -8.658368486751025 41.15516843333945, -8.658854740906861 41.15586657258565, -8.658902733488299 41.15590900438184, -8.65895249447609 41.15594029962113, -8.659022977773425 41.15595574263364, -8.659108913012538 41.155947470547424, -8.659227427230253 41.155907589334596, -8.659743849962842 41.15664161057538, -8.660515832187919 41.15634498186387, -8.661036360583898 41.15710292906739, -8.661411484751957 41.1576446011117, -8.661761364568395 41.15816494121056, -8.662471240813517 41.159185798045236, -8.661271629276646 41.159656553418515, -8.659871786213339 41.1602000208083, -8.658262238984742 41.16083808060549, -8.658203035651761 41.16109410866085, -8.65707210663507 41.162477820875, -8.656996976671717 41.16256330755479, -8.656958861270938 41.162556765478406, -8.656956591957817 41.16255637600683, -8.656490282514437 41.1624814907702, -8.656489887630572 41.16248142773334, -8.656470319669227 41.162478411952826, -8.656459830061674 41.162476795613756, -8.65592452897076 41.162387546276356, -8.655924144803816 41.16238748228845, -8.655910840628108 41.16238522766136, -8.655492603687719 41.16231435221201, -8.655426435923552 41.162303564344626, -8.656436149496146 41.161783374350804, -8.656066447008563 41.161396709243164)))",LordeloDeOuro
131211001,"MULTIPOLYGON (((-8.648035097029648 41.164988545489265, -8.647992962505155 41.165013873927734, -8.647746018530556 41.16517227954245, -8.647441737791782 41.165342736337905, -8.647390474090939 41.16552758276071, -8.647404000125427 41.16569379807043, -8.647410323882244 41.16573908681047, -8.64744117463967 41.16596009441595, -8.646165366578122 41.16570844154879, -8.645568164567363 41.16559064382415, -8.645064243291676 41.165501618657224, -8.645058694962097 41.165500634833215, -8.64587630938435 41.165139233444854, -8.647101435995964 41.1646104386893, -8.647398937013428 41.16447215669926, -8.647785763356664 41.164253699185124, -8.64816820688269 41.163977994231864, -8.6481689642083 41.16397732452498, -8.648172040957984 41.16397461847229, -8.648432789656402 41.1637449565256, -8.648663856198413 41.16349234874353, -8.64886505527718 41.163214574762996, -8.648996466502535 41.16300149127207, -8.64909838355093 41.1627801666259, -8.649185113219087 41.16253667013109, -8.649216383731735 41.16243748687653, -8.64925741593833 41.162307014838305, -8.649289404552652 41.162147681205674, -8.649306441875977 41.16196581549183, -8.649302774682283 41.16149906713019, -8.649283128371398 41.161277494601364, -8.649289635322877 41.16127875486231, -8.649466089104951 41.16130866875664, -8.649814804866944 41.16136643543666, -8.649815142485883 41.16136649064944, -8.650179873129499 41.16142649849415, -8.650226029548243 41.16143409264006, -8.650226461432114 41.161434165437115, -8.650444360854364 41.16147083949777, -8.650903324256367 41.16154863484091, -8.650903763297372 41.16154870850367, -8.651231578815265 41.16160395538468, -8.651279017085391 41.16161195033784, -8.65156628326189 41.161661681632076, -8.651586715106628 41.16166521841038, -8.651762261189676 41.16169383714439, -8.652284795191402 41.161779022307286, -8.652313847363827 41.16178375819699, -8.652483210662105 41.161812571180604, -8.652501998062581 41.161815767644, -8.652502407278622 41.161815836032524, -8.652502377644954 41.16181600634805, -8.652345523879594 41.16273491039972, -8.65205529783302 41.16467825492591, -8.65195243428092 41.16536706130646, -8.651935126195513 41.16558930301364, -8.651789897722447 41.16572233418697, -8.651325017630965 41.16542853639664, -8.651182958116589 41.16533211510871, -8.650939378644603 41.16516680327058, -8.650604065239303 41.16493921766517, -8.650434473153837 41.164907991612736, -8.650308766264722 41.164889009542485, -8.65021570148578 41.16498461843811, -8.649718660631608 41.16492817660417, -8.649581897037361 41.165369831781, -8.648567994896126 41.165200529758195, -8.648600720567732 41.16508164773692, -8.648035097029648 41.164988545489265)))",Ramalde
131217015,"MULTIPOLYGON (((-8.61521318301225 41.14687607610014, -8.61492113690222 41.14724002701344, -8.61448366135949 41.14784668704453, -8.61405912154052 41.14771892452697, -8.613789677927192 41.14764224880893, -8.613366867051793 41.147519248828864, -8.613569556807109 41.146959100364604, -8.613550150109658 41.14597166740536, -8.613554238278649 41.14587750432719, -8.612396602152474 41.14599751957753, -8.612202716172497 41.14599529074951, -8.61222842395087 41.145943675262586, -8.61223144599211 41.14570507765359, -8.612231986878482 41.14570508981088, -8.612791648235575 41.14571749449855, -8.612923304700615 41.14538652472354, -8.613010172669703 41.14538636816034, -8.613362680758032 41.14529103755872, -8.613620167320608 41.145216371109285, -8.613870521722783 41.14480818064283, -8.614259489079203 41.1444613481558, -8.61446007380774 41.14429570685298, -8.614808241518775 41.14447853302653, -8.614887756722469 41.1446991037005, -8.614987962275087 41.144875629349684, -8.61516698623737 41.14487881342419, -8.615299335873898 41.144884173564485, -8.6154827876212 41.144909649629795, -8.615462749864028 41.1449789122723, -8.615477196957372 41.145079444040014, -8.615532471746036 41.14514846153437, -8.615565896972777 41.145224963097576, -8.615571543178643 41.14524771959192, -8.615566323229423 41.14528295662385, -8.615563887238624 41.14532439410662, -8.615534662522327 41.14544672823799, -8.615525068093126 41.145483369358594, -8.615453498740205 41.14575667147315, -8.615411293427819 41.14593950350862, -8.61521519891713 41.146795301235514, -8.61521318301225 41.14687607610014)))",UniaodasfreguesiasdeCedofeitaSantoIldefonsoSeMiragaiaSaoNicolaueVitoria
131210008,"MULTIPOLYGON (((-8.611273774308607 41.170984434252084, -8.611135115679645 41.17087734238337, -8.6101247315352 41.17031148631966, -8.610216790237788 41.17022088347332, -8.610571605693979 41.16991127521848, -8.610729088582296 41.169774479565646, -8.61092642788057 41.16960305159641, -8.611281236728507 41.16929344926231, -8.611586745404026 41.169024290976246, -8.612030937351731 41.16863796005917, -8.612328407884467 41.16839797931841, -8.612372165355653 41.16849654232858, -8.612374115854069 41.16850093732952, -8.612740413319615 41.16938382221756, -8.612783095460356 41.16949308757234, -8.61286435444235 41.16970108135561, -8.612911230570004 41.169888456128994, -8.612934532469064 41.170091596614064, -8.612914340758447 41.17037274806835, -8.613193441002313 41.17038530317664, -8.613290553310422 41.1704160245145, -8.613597476588588 41.17070364113832, -8.613832012447928 41.170922761525766, -8.614415986453574 41.17117147135663, -8.613294342107858 41.171823390976876, -8.612718741893534 41.17182228474075, -8.612659225353452 41.17227636035684, -8.612721236292638 41.172480140113336, -8.612823272312957 41.17276183501503, -8.61107102783644 41.172639045036895, -8.611146097375425 41.171783013922365, -8.611273774308607 41.170984434252084)))",Paranhos
