neighborhood,sex,occupation,destination,value,probability
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Estudante,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",204.83333333333334,0.018731900624904742
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",H,Estudante,União das freguesias de Lordelo do Ouro e Massarelos,204.83333333333334,0.018731900624904742
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Empregada,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",1008,0.09218106995884774
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Total,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",2271,0.20768175582990397
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,Bonfim,194.0,0.01774119798811157
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,Campanhã,194.0,0.01774119798811157
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,Paranhos,194.0,0.01774119798811157
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,Ramalde,194.0,0.01774119798811157
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",194.0,0.01774119798811157
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",M,Estudante,União das freguesias de Lordelo do Ouro e Massarelos,194.0,0.01774119798811157
"União das freguesias de Aldoar, Foz do Douro e Nevogilde",HM,Total,Total,10935,1.0
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",6085,0.4613343442001516
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,Total,13190,1.0
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,Bonfim,1184.1666666666667,0.08977760929997473
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,Campanhã,1184.1666666666667,0.08977760929997473
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,Paranhos,1184.1666666666667,0.08977760929997473
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,Ramalde,1184.1666666666667,0.08977760929997473
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",1184.1666666666667,0.08977760929997473
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Total,União das freguesias de Lordelo do Ouro e Massarelos,1184.1666666666667,0.08977760929997473
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",1022,0.07748294162244124
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,Bonfim,174.0,0.013191811978771797
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,Campanhã,174.0,0.013191811978771797
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,Paranhos,174.0,0.013191811978771797
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,Ramalde,174.0,0.013191811978771797
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",174.0,0.013191811978771797
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Estudante,União das freguesias de Lordelo do Ouro e Massarelos,174.0,0.013191811978771797
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,Bonfim,181.66666666666666,0.013773060399292393
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,Campanhã,181.66666666666666,0.013773060399292393
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,Paranhos,181.66666666666666,0.013773060399292393
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,Ramalde,181.66666666666666,0.013773060399292393
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",181.66666666666666,0.013773060399292393
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,União das freguesias de Lordelo do Ouro e Massarelos,181.66666666666666,0.013773060399292393
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",1737,0.13169067475360122
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",2132,0.16163760424564064
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,Bonfim,355.6666666666667,0.026964872378064192
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,Campanhã,355.6666666666667,0.026964872378064192
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,Paranhos,355.6666666666667,0.026964872378064192
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,Ramalde,355.6666666666667,0.026964872378064192
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",355.6666666666667,0.026964872378064192
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Estudante,União das freguesias de Lordelo do Ouro e Massarelos,355.6666666666667,0.026964872378064192
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Estudante,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",1110,0.0841546626231994
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,Bonfim,374.6666666666667,0.028405357594136975
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,Campanhã,374.6666666666667,0.028405357594136975
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,Paranhos,374.6666666666667,0.028405357594136975
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,Ramalde,374.6666666666667,0.028405357594136975
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",374.6666666666667,0.028405357594136975
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Empregada,União das freguesias de Lordelo do Ouro e Massarelos,374.6666666666667,0.028405357594136975
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,Bonfim,828.5,0.06281273692191054
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,Campanhã,828.5,0.06281273692191054
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,Paranhos,828.5,0.06281273692191054
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,Ramalde,828.5,0.06281273692191054
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",828.5,0.06281273692191054
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,União das freguesias de Lordelo do Ouro e Massarelos,828.5,0.06281273692191054
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",2216,0.16800606520090977
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,Bonfim,635.5,0.04818043972706596
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,Campanhã,635.5,0.04818043972706596
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,Paranhos,635.5,0.04818043972706596
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,Ramalde,635.5,0.04818043972706596
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",635.5,0.04818043972706596
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,União das freguesias de Lordelo do Ouro e Massarelos,635.5,0.04818043972706596
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Total,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",3326,0.2521607278241092
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",HM,Empregada,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",3953,0.299696739954511
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",2759,0.20917361637604245
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,Bonfim,453.8333333333333,0.03440737932777357
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,Campanhã,453.8333333333333,0.03440737932777357
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,Paranhos,453.8333333333333,0.03440737932777357
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,Ramalde,453.8333333333333,0.03440737932777357
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",453.8333333333333,0.03440737932777357
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",M,Empregada,União das freguesias de Lordelo do Ouro e Massarelos,453.8333333333333,0.03440737932777357
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,Bonfim,548.6666666666666,0.041597169572908765
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,Campanhã,548.6666666666666,0.041597169572908765
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,Paranhos,548.6666666666666,0.041597169572908765
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,Ramalde,548.6666666666666,0.041597169572908765
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",548.6666666666666,0.041597169572908765
"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",H,Total,União das freguesias de Lordelo do Ouro e Massarelos,548.6666666666666,0.041597169572908765
União das freguesias de Lordelo do Ouro e Massarelos,H,Total,União das freguesias de Lordelo do Ouro e Massarelos,1816,0.16717297247537513
União das freguesias de Lordelo do Ouro e Massarelos,M,Estudante,União das freguesias de Lordelo do Ouro e Massarelos,969,0.0892018779342723
União das freguesias de Lordelo do Ouro e Massarelos,H,Estudante,União das freguesias de Lordelo do Ouro e Massarelos,986,0.09076682316118936
União das freguesias de Lordelo do Ouro e Massarelos,M,Empregada,União das freguesias de Lordelo do Ouro e Massarelos,1166,0.1073368314461935
União das freguesias de Lordelo do Ouro e Massarelos,HM,Total,Total,10863,1.0
União das freguesias de Lordelo do Ouro e Massarelos,M,Estudante,Bonfim,199.33333333333334,0.0183497499156157
União das freguesias de Lordelo do Ouro e Massarelos,M,Estudante,Campanhã,199.33333333333334,0.0183497499156157
União das freguesias de Lordelo do Ouro e Massarelos,M,Estudante,Paranhos,199.33333333333334,0.0183497499156157
União das freguesias de Lordelo do Ouro e Massarelos,M,Estudante,Ramalde,199.33333333333334,0.0183497499156157
União das freguesias de Lordelo do Ouro e Massarelos,M,Estudante,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",199.33333333333334,0.0183497499156157
União das freguesias de Lordelo do Ouro e Massarelos,M,Estudante,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",199.33333333333334,0.0183497499156157
União das freguesias de Lordelo do Ouro e Massarelos,H,Estudante,Bonfim,209.16666666666666,0.019254963331185367
União das freguesias de Lordelo do Ouro e Massarelos,H,Estudante,Campanhã,209.16666666666666,0.019254963331185367
União das freguesias de Lordelo do Ouro e Massarelos,H,Estudante,Paranhos,209.16666666666666,0.019254963331185367
União das freguesias de Lordelo do Ouro e Massarelos,H,Estudante,Ramalde,209.16666666666666,0.019254963331185367
União das freguesias de Lordelo do Ouro e Massarelos,H,Estudante,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",209.16666666666666,0.019254963331185367
União das freguesias de Lordelo do Ouro e Massarelos,H,Estudante,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",209.16666666666666,0.019254963331185367
União das freguesias de Lordelo do Ouro e Massarelos,H,Empregada,Bonfim,325.5,0.029964098315382492
União das freguesias de Lordelo do Ouro e Massarelos,H,Empregada,Campanhã,325.5,0.029964098315382492
União das freguesias de Lordelo do Ouro e Massarelos,H,Empregada,Paranhos,325.5,0.029964098315382492
União das freguesias de Lordelo do Ouro e Massarelos,H,Empregada,Ramalde,325.5,0.029964098315382492
União das freguesias de Lordelo do Ouro e Massarelos,H,Empregada,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",325.5,0.029964098315382492
União das freguesias de Lordelo do Ouro e Massarelos,H,Empregada,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",325.5,0.029964098315382492
União das freguesias de Lordelo do Ouro e Massarelos,HM,Empregada,Bonfim,743.5,0.06844333977722544
União das freguesias de Lordelo do Ouro e Massarelos,HM,Empregada,Campanhã,743.5,0.06844333977722544
União das freguesias de Lordelo do Ouro e Massarelos,HM,Empregada,Paranhos,743.5,0.06844333977722544
União das freguesias de Lordelo do Ouro e Massarelos,HM,Empregada,Ramalde,743.5,0.06844333977722544
União das freguesias de Lordelo do Ouro e Massarelos,HM,Empregada,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",743.5,0.06844333977722544
União das freguesias de Lordelo do Ouro e Massarelos,HM,Empregada,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",743.5,0.06844333977722544
União das freguesias de Lordelo do Ouro e Massarelos,HM,Empregada,União das freguesias de Lordelo do Ouro e Massarelos,1996,0.18374298076037926
União das freguesias de Lordelo do Ouro e Massarelos,M,Total,União das freguesias de Lordelo do Ouro e Massarelos,2135,0.1965387093804658
União das freguesias de Lordelo do Ouro e Massarelos,HM,Estudante,Bonfim,408.5,0.03760471324680107
União das freguesias de Lordelo do Ouro e Massarelos,HM,Estudante,Campanhã,408.5,0.03760471324680107
União das freguesias de Lordelo do Ouro e Massarelos,HM,Estudante,Paranhos,408.5,0.03760471324680107
União das freguesias de Lordelo do Ouro e Massarelos,HM,Estudante,Ramalde,408.5,0.03760471324680107
União das freguesias de Lordelo do Ouro e Massarelos,HM,Estudante,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",408.5,0.03760471324680107
União das freguesias de Lordelo do Ouro e Massarelos,HM,Estudante,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",408.5,0.03760471324680107
União das freguesias de Lordelo do Ouro e Massarelos,M,Empregada,Bonfim,418.0,0.03847924146184295
União das freguesias de Lordelo do Ouro e Massarelos,M,Empregada,Campanhã,418.0,0.03847924146184295
União das freguesias de Lordelo do Ouro e Massarelos,M,Empregada,Paranhos,418.0,0.03847924146184295
União das freguesias de Lordelo do Ouro e Massarelos,M,Empregada,Ramalde,418.0,0.03847924146184295
União das freguesias de Lordelo do Ouro e Massarelos,M,Empregada,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",418.0,0.03847924146184295
União das freguesias de Lordelo do Ouro e Massarelos,M,Empregada,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",418.0,0.03847924146184295
União das freguesias de Lordelo do Ouro e Massarelos,H,Total,Bonfim,534.6666666666666,0.049219061646567856
União das freguesias de Lordelo do Ouro e Massarelos,H,Total,Campanhã,534.6666666666666,0.049219061646567856
União das freguesias de Lordelo do Ouro e Massarelos,H,Total,Paranhos,534.6666666666666,0.049219061646567856
União das freguesias de Lordelo do Ouro e Massarelos,H,Total,Ramalde,534.6666666666666,0.049219061646567856
União das freguesias de Lordelo do Ouro e Massarelos,H,Total,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",534.6666666666666,0.049219061646567856
União das freguesias de Lordelo do Ouro e Massarelos,H,Total,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",534.6666666666666,0.049219061646567856
União das freguesias de Lordelo do Ouro e Massarelos,M,Total,Bonfim,617.3333333333334,0.05682899137745866
União das freguesias de Lordelo do Ouro e Massarelos,M,Total,Campanhã,617.3333333333334,0.05682899137745866
União das freguesias de Lordelo do Ouro e Massarelos,M,Total,Paranhos,617.3333333333334,0.05682899137745866
União das freguesias de Lordelo do Ouro e Massarelos,M,Total,Ramalde,617.3333333333334,0.05682899137745866
União das freguesias de Lordelo do Ouro e Massarelos,M,Total,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",617.3333333333334,0.05682899137745866
União das freguesias de Lordelo do Ouro e Massarelos,M,Total,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",617.3333333333334,0.05682899137745866
União das freguesias de Lordelo do Ouro e Massarelos,HM,Total,União das freguesias de Lordelo do Ouro e Massarelos,3951,0.3637116818558409
União das freguesias de Lordelo do Ouro e Massarelos,HM,Total,Bonfim,1152.0,0.1060480530240265
União das freguesias de Lordelo do Ouro e Massarelos,HM,Total,Campanhã,1152.0,0.1060480530240265
União das freguesias de Lordelo do Ouro e Massarelos,HM,Total,Paranhos,1152.0,0.1060480530240265
União das freguesias de Lordelo do Ouro e Massarelos,HM,Total,Ramalde,1152.0,0.1060480530240265
União das freguesias de Lordelo do Ouro e Massarelos,HM,Total,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",1152.0,0.1060480530240265
União das freguesias de Lordelo do Ouro e Massarelos,HM,Total,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",1152.0,0.1060480530240265
União das freguesias de Lordelo do Ouro e Massarelos,HM,Estudante,União das freguesias de Lordelo do Ouro e Massarelos,1955,0.17996870109546165
União das freguesias de Lordelo do Ouro e Massarelos,H,Empregada,União das freguesias de Lordelo do Ouro e Massarelos,830,0.07640614931418577
